T_max,T_min,t_p,t_start,t_ramp,setback,const_temp,sim_id,file_name
29.5,24,-1.25,4.73333333333333,0,True,-1,2270,./2004/main_2270.idf
29.5,24,-1,4.98333333333333,0,True,-1,2271,./2004/main_2271.idf
-1,-1,-1,-1,-1,False,25.5,2272,./2004/main_2272.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2273,./2004/main_2273.idf
29.5,24,-3.75,2.23333333333333,0,True,-1,2274,./2004/main_2274.idf
29.5,24,-0.75,5.23333333333333,0.25,True,-1,2275,./2004/main_2275.idf
29,24,0,5.98333333333333,0.25,True,-1,2276,./2004/main_2276.idf
30,24,-2.5,3.48333333333333,0,True,-1,2277,./2004/main_2277.idf
29.5,23.5,-0.25,5.73333333333333,1,True,-1,2278,./2004/main_2278.idf
29.5,23.5,-0.5,5.48333333333333,0.5,True,-1,2279,./2004/main_2279.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,2280,./2004/main_2280.idf
29,23.5,-1.25,4.73333333333333,0.25,True,-1,2281,./2004/main_2281.idf
30,23.5,-0.25,5.73333333333333,0.5,True,-1,2282,./2004/main_2282.idf
29.5,24.5,0,5.98333333333333,0,True,-1,2283,./2004/main_2283.idf
29.5,24,-1.25,4.73333333333333,2.25,True,-1,2284,./2004/main_2284.idf
29,24,-3.5,2.48333333333333,0.25,True,-1,2285,./2004/main_2285.idf
29.5,24,-2,3.98333333333333,0,True,-1,2286,./2004/main_2286.idf
29,24,-4.5,1.48333333333333,0.25,True,-1,2287,./2004/main_2287.idf
29.5,24,-0.25,5.73333333333333,1.25,True,-1,2288,./2004/main_2288.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,2289,./2004/main_2289.idf
29.5,24,0,5.98333333333333,0,True,-1,2290,./2004/main_2290.idf
29.5,24,-3.75,2.23333333333333,0,True,-1,2291,./2004/main_2291.idf
29,24,-0.25,5.73333333333333,2,True,-1,2292,./2004/main_2292.idf
29.5,24,0,5.98333333333333,0.75,True,-1,2293,./2004/main_2293.idf
29.5,24,-2.75,3.23333333333333,0,True,-1,2294,./2004/main_2294.idf
-1,-1,-1,-1,-1,False,25,2295,./2004/main_2295.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2296,./2004/main_2296.idf
29,24,0,5.98333333333333,0.5,True,-1,2297,./2004/main_2297.idf
29.5,24,-3.5,2.48333333333333,0,True,-1,2298,./2004/main_2298.idf
-1,-1,-1,-1,-1,False,23,2299,./2004/main_2299.idf
30,24,-0.25,5.73333333333333,0,True,-1,2300,./2004/main_2300.idf
-1,-1,-1,-1,-1,False,24,2301,./2004/main_2301.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,2302,./2004/main_2302.idf
29.5,24,-3.5,2.48333333333333,1.25,True,-1,2303,./2004/main_2303.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,2304,./2004/main_2304.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2305,./2004/main_2305.idf
29,23.5,0,5.98333333333333,0,True,-1,2306,./2004/main_2306.idf
29.5,23.5,-1.5,4.48333333333333,0.25,True,-1,2307,./2004/main_2307.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,2308,./2004/main_2308.idf
29.5,24.5,-0.5,5.48333333333333,0,True,-1,2309,./2004/main_2309.idf
29,24,-2,3.98333333333333,0.25,True,-1,2310,./2004/main_2310.idf
29.5,24,-2,3.98333333333333,0.75,True,-1,2311,./2004/main_2311.idf
-1,-1,-1,-1,-1,False,24,2312,./2004/main_2312.idf
29,24,-1,4.98333333333333,0.5,True,-1,2313,./2004/main_2313.idf
29.5,24,0,5.98333333333333,0.5,True,-1,2314,./2004/main_2314.idf
29.5,24,-0.75,5.23333333333333,0.5,True,-1,2315,./2004/main_2315.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,2316,./2004/main_2316.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,2317,./2004/main_2317.idf
29.5,24,0,5.98333333333333,0,True,-1,2318,./2004/main_2318.idf
-1,-1,-1,-1,-1,False,24,2319,./2004/main_2319.idf
29.5,24,-1.75,4.23333333333333,0.25,True,-1,2320,./2004/main_2320.idf
29.5,24,0,5.98333333333333,0.5,True,-1,2321,./2004/main_2321.idf
29.5,24,-1,4.98333333333333,0.5,True,-1,2322,./2004/main_2322.idf
29,24,-0.75,5.23333333333333,0.5,True,-1,2323,./2004/main_2323.idf
29,24,-0.5,5.48333333333333,0.5,True,-1,2324,./2004/main_2324.idf
-1,-1,-1,-1,-1,False,24.5,2325,./2004/main_2325.idf
29.5,23.5,-4.5,1.48333333333333,0,True,-1,2326,./2004/main_2326.idf
-1,-1,-1,-1,-1,False,25,2327,./2004/main_2327.idf
29,23.5,0,5.98333333333333,0.25,True,-1,2328,./2004/main_2328.idf
-1,-1,-1,-1,-1,False,23.5,2329,./2004/main_2329.idf
29.5,24,-1,4.98333333333333,0.25,True,-1,2330,./2004/main_2330.idf
29,23.5,-4,1.98333333333333,1.5,True,-1,2331,./2004/main_2331.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2332,./2004/main_2332.idf
-1,-1,-1,-1,-1,False,22.5,2333,./2004/main_2333.idf
29.5,24,-0.5,5.48333333333333,0.75,True,-1,2334,./2004/main_2334.idf
29.5,24,-1.5,4.48333333333333,0.25,True,-1,2335,./2004/main_2335.idf
-1,-1,-1,-1,-1,False,22.5,2336,./2004/main_2336.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,2337,./2004/main_2337.idf
-1,-1,-1,-1,-1,False,24.5,2338,./2004/main_2338.idf
-1,-1,-1,-1,-1,False,23,2339,./2004/main_2339.idf
29.5,24,-1,4.98333333333333,0,True,-1,2340,./2004/main_2340.idf
-1,-1,-1,-1,-1,False,23.5,2341,./2004/main_2341.idf
29.5,24,-1.25,4.73333333333333,0.75,True,-1,2342,./2004/main_2342.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2343,./2004/main_2343.idf
30,24,-0.75,5.23333333333333,0.75,True,-1,2344,./2004/main_2344.idf
29,24,0,5.98333333333333,0.5,True,-1,2345,./2004/main_2345.idf
29,23.5,-2.5,3.48333333333333,0.25,True,-1,2346,./2004/main_2346.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,2347,./2004/main_2347.idf
29.5,24,-0.75,5.23333333333333,0.25,True,-1,2348,./2004/main_2348.idf
-1,-1,-1,-1,-1,False,22.5,2349,./2004/main_2349.idf
29.5,23.5,-0.25,5.73333333333333,0.25,True,-1,2350,./2004/main_2350.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,2351,./2004/main_2351.idf
29.5,24,-2.25,3.73333333333333,0.25,True,-1,2352,./2004/main_2352.idf
29.5,24,0,5.98333333333333,0.5,True,-1,2353,./2004/main_2353.idf
29,24,-0.75,5.23333333333333,0.25,True,-1,2354,./2004/main_2354.idf
29.5,24,-2.5,3.48333333333333,0,True,-1,2355,./2004/main_2355.idf
29.5,23.5,-0.75,5.23333333333333,0.75,True,-1,2356,./2004/main_2356.idf
29.5,23.5,0,5.98333333333333,0,True,-1,2357,./2004/main_2357.idf
29.5,24,-0.25,5.73333333333333,0.75,True,-1,2358,./2004/main_2358.idf
29.5,24,-2.5,3.48333333333333,0.75,True,-1,2359,./2004/main_2359.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2360,./2004/main_2360.idf
29,24,-0.25,5.73333333333333,0,True,-1,2361,./2004/main_2361.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,2362,./2004/main_2362.idf
29.5,23.5,0,5.98333333333333,0,True,-1,2363,./2004/main_2363.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,2364,./2004/main_2364.idf
-1,-1,-1,-1,-1,False,25.5,2365,./2004/main_2365.idf
29.5,24,-0.75,5.23333333333333,0.25,True,-1,2366,./2004/main_2366.idf
29.5,24,-2.25,3.73333333333333,0,True,-1,2367,./2004/main_2367.idf
-1,-1,-1,-1,-1,False,26.5,2368,./2004/main_2368.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2369,./2004/main_2369.idf
29.5,24,-1.75,4.23333333333333,0.5,True,-1,2370,./2004/main_2370.idf
29.5,23.5,0,5.98333333333333,0.75,True,-1,2371,./2004/main_2371.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,2372,./2004/main_2372.idf
29.5,24.5,-0.75,5.23333333333333,0,True,-1,2373,./2004/main_2373.idf
29.5,24,-2,3.98333333333333,0.75,True,-1,2374,./2004/main_2374.idf
29.5,23.5,0,5.98333333333333,0,True,-1,2375,./2004/main_2375.idf
29.5,24,-0.75,5.23333333333333,0.25,True,-1,2376,./2004/main_2376.idf
29,24,-0.5,5.48333333333333,0,True,-1,2377,./2004/main_2377.idf
29.5,23.5,-1.5,4.48333333333333,0,True,-1,2378,./2004/main_2378.idf
-1,-1,-1,-1,-1,False,22.5,2379,./2004/main_2379.idf
29.5,24,-2.75,3.23333333333333,0.25,True,-1,2380,./2004/main_2380.idf
29,23.5,-2,3.98333333333333,0.75,True,-1,2381,./2004/main_2381.idf
29,23.5,-0.5,5.48333333333333,0.25,True,-1,2382,./2004/main_2382.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,2383,./2004/main_2383.idf
29,23.5,-3,2.98333333333333,0,True,-1,2384,./2004/main_2384.idf
29,23.5,-0.75,5.23333333333333,0.5,True,-1,2385,./2004/main_2385.idf
29.5,24,-2.25,3.73333333333333,0.5,True,-1,2386,./2004/main_2386.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,2387,./2004/main_2387.idf
29.5,24,-1.5,4.48333333333333,0.25,True,-1,2388,./2004/main_2388.idf
-1,-1,-1,-1,-1,False,23,2389,./2004/main_2389.idf
-1,-1,-1,-1,-1,False,26,2390,./2004/main_2390.idf
30,24,-0.25,5.73333333333333,0.5,True,-1,2391,./2004/main_2391.idf
29.5,24,-1.75,4.23333333333333,0.75,True,-1,2392,./2004/main_2392.idf
29.5,24,-1,4.98333333333333,0.75,True,-1,2393,./2004/main_2393.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,2394,./2004/main_2394.idf
29.5,24,-2,3.98333333333333,0,True,-1,2395,./2004/main_2395.idf
29,24,-1,4.98333333333333,0.25,True,-1,2396,./2004/main_2396.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,2397,./2004/main_2397.idf
-1,-1,-1,-1,-1,False,23.5,2398,./2004/main_2398.idf
29.5,24,-1.5,4.48333333333333,0.25,True,-1,2399,./2004/main_2399.idf
29.5,24,-0.25,5.73333333333333,0.5,True,-1,2400,./2004/main_2400.idf
29.5,24,0,5.98333333333333,0,True,-1,2401,./2004/main_2401.idf
29,24,-1,4.98333333333333,0.25,True,-1,2402,./2004/main_2402.idf
29.5,24,-1,4.98333333333333,0,True,-1,2403,./2004/main_2403.idf
29.5,23.5,-0.25,5.73333333333333,0,True,-1,2404,./2004/main_2404.idf
29.5,23.5,-0.25,5.73333333333333,0.5,True,-1,2405,./2004/main_2405.idf
-1,-1,-1,-1,-1,False,24,2406,./2004/main_2406.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,2407,./2004/main_2407.idf
29.5,23.5,-1.75,4.23333333333333,0,True,-1,2408,./2004/main_2408.idf
29.5,24,-2,3.98333333333333,0,True,-1,2409,./2004/main_2409.idf
29.5,24,0,5.98333333333333,1.25,True,-1,2410,./2004/main_2410.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,2411,./2004/main_2411.idf
29.5,24,-0.75,5.23333333333333,0.75,True,-1,2412,./2004/main_2412.idf
-1,-1,-1,-1,-1,False,22.5,2413,./2004/main_2413.idf
29.5,24,-3,2.98333333333333,0,True,-1,2414,./2004/main_2414.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,2415,./2004/main_2415.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,2416,./2004/main_2416.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,2417,./2004/main_2417.idf
30,24,-1.25,4.73333333333333,0,True,-1,2418,./2004/main_2418.idf
29.5,24.5,-0.5,5.48333333333333,0,True,-1,2419,./2004/main_2419.idf
29.5,24,-2.75,3.23333333333333,0.25,True,-1,2420,./2004/main_2420.idf
29.5,24,0,5.98333333333333,0,True,-1,2421,./2004/main_2421.idf
29.5,23.5,0,5.98333333333333,0.25,True,-1,2422,./2004/main_2422.idf
29.5,23.5,-0.25,5.73333333333333,0.75,True,-1,2423,./2004/main_2423.idf
29.5,23.5,-0.25,5.73333333333333,0.25,True,-1,2424,./2004/main_2424.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2425,./2004/main_2425.idf
-1,-1,-1,-1,-1,False,23,2426,./2004/main_2426.idf
29,24,-0.75,5.23333333333333,0,True,-1,2427,./2004/main_2427.idf
29.5,24,0,5.98333333333333,0,True,-1,2428,./2004/main_2428.idf
29.5,24,0,5.98333333333333,0,True,-1,2429,./2004/main_2429.idf
29,24,-0.5,5.48333333333333,0.5,True,-1,2430,./2004/main_2430.idf
29.5,24,-0.75,5.23333333333333,1,True,-1,2431,./2004/main_2431.idf
29.5,24,0,5.98333333333333,0.25,True,-1,2432,./2004/main_2432.idf
29,24,-3.25,2.73333333333333,0,True,-1,2433,./2004/main_2433.idf
29.5,24,-2.75,3.23333333333333,0,True,-1,2434,./2004/main_2434.idf
29.5,23.5,-1.25,4.73333333333333,0,True,-1,2435,./2004/main_2435.idf
29.5,24,-1.25,4.73333333333333,0.5,True,-1,2436,./2004/main_2436.idf
-1,-1,-1,-1,-1,False,25,2437,./2004/main_2437.idf
-1,-1,-1,-1,-1,False,24,2438,./2004/main_2438.idf
29,24,0,5.98333333333333,0.5,True,-1,2439,./2004/main_2439.idf
-1,-1,-1,-1,-1,False,23,2440,./2004/main_2440.idf
29,24,-1.25,4.73333333333333,0.75,True,-1,2441,./2004/main_2441.idf
29.5,24,-2.5,3.48333333333333,0,True,-1,2442,./2004/main_2442.idf
30,23.5,-0.75,5.23333333333333,0.25,True,-1,2443,./2004/main_2443.idf
29.5,24,-5,0.983333333333333,0,True,-1,2444,./2004/main_2444.idf
29.5,24,-2.5,3.48333333333333,0,True,-1,2445,./2004/main_2445.idf
-1,-1,-1,-1,-1,False,26,2446,./2004/main_2446.idf
29.5,24.5,0,5.98333333333333,0,True,-1,2447,./2004/main_2447.idf
-1,-1,-1,-1,-1,False,24.5,2448,./2004/main_2448.idf
29.5,23.5,0,5.98333333333333,0,True,-1,2449,./2004/main_2449.idf
29.5,24,-1.75,4.23333333333333,0.5,True,-1,2450,./2004/main_2450.idf
29,24,-0.75,5.23333333333333,0,True,-1,2451,./2004/main_2451.idf
29.5,23.5,0,5.98333333333333,0.5,True,-1,2452,./2004/main_2452.idf
29.5,23.5,-0.5,5.48333333333333,0.25,True,-1,2453,./2004/main_2453.idf
-1,-1,-1,-1,-1,False,26.5,2454,./2004/main_2454.idf
-1,-1,-1,-1,-1,False,25.5,2455,./2004/main_2455.idf
29,24,0,5.98333333333333,0,True,-1,2456,./2004/main_2456.idf
-1,-1,-1,-1,-1,False,25.5,2457,./2004/main_2457.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,2458,./2004/main_2458.idf
29,24,-1,4.98333333333333,0.25,True,-1,2459,./2004/main_2459.idf
29.5,24,0,5.98333333333333,0,True,-1,2460,./2004/main_2460.idf
-1,-1,-1,-1,-1,False,23.5,2461,./2004/main_2461.idf
-1,-1,-1,-1,-1,False,23,2462,./2004/main_2462.idf
29.5,24,-2.75,3.23333333333333,2,True,-1,2463,./2004/main_2463.idf
29.5,23.5,-2.25,3.73333333333333,0.25,True,-1,2464,./2004/main_2464.idf
-1,-1,-1,-1,-1,False,25,2465,./2004/main_2465.idf
-1,-1,-1,-1,-1,False,25.5,2466,./2004/main_2466.idf
29.5,24,-1.75,4.23333333333333,1,True,-1,2467,./2004/main_2467.idf
30,24,0,5.98333333333333,0,True,-1,2468,./2004/main_2468.idf
29.5,24.5,-0.25,5.73333333333333,0.25,True,-1,2469,./2004/main_2469.idf
30,24,-0.75,5.23333333333333,0.75,True,-1,2470,./2004/main_2470.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,2471,./2004/main_2471.idf
29.5,24,-0.75,5.23333333333333,1,True,-1,2472,./2004/main_2472.idf
29.5,23.5,-1.25,4.73333333333333,1.5,True,-1,2473,./2004/main_2473.idf
29.5,24,-0.25,5.73333333333333,1,True,-1,2474,./2004/main_2474.idf
29.5,24,-2.25,3.73333333333333,0.5,True,-1,2475,./2004/main_2475.idf
29,24,-0.5,5.48333333333333,0,True,-1,2476,./2004/main_2476.idf
29.5,24.5,-0.75,5.23333333333333,0.25,True,-1,2477,./2004/main_2477.idf
-1,-1,-1,-1,-1,False,23,2478,./2004/main_2478.idf
29.5,24,-1,4.98333333333333,0,True,-1,2479,./2004/main_2479.idf
29.5,24,-1.5,4.48333333333333,1.25,True,-1,2480,./2004/main_2480.idf
-1,-1,-1,-1,-1,False,23,2481,./2004/main_2481.idf
-1,-1,-1,-1,-1,False,25,2482,./2004/main_2482.idf
29.5,23.5,-1,4.98333333333333,0.25,True,-1,2483,./2004/main_2483.idf
29.5,24,-2.5,3.48333333333333,0,True,-1,2484,./2004/main_2484.idf
29.5,24,-0.25,5.73333333333333,1.5,True,-1,2485,./2004/main_2485.idf
-1,-1,-1,-1,-1,False,23.5,2486,./2004/main_2486.idf
29.5,23.5,-0.25,5.73333333333333,0,True,-1,2487,./2004/main_2487.idf
29.5,24,-3.5,2.48333333333333,1,True,-1,2488,./2004/main_2488.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2489,./2004/main_2489.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2490,./2004/main_2490.idf
29.5,23.5,-0.75,5.23333333333333,2.25,True,-1,2491,./2004/main_2491.idf
30,24,0,5.98333333333333,0,True,-1,2492,./2004/main_2492.idf
29.5,24,-1,4.98333333333333,0.25,True,-1,2493,./2004/main_2493.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2494,./2004/main_2494.idf
29.5,24,-0.75,5.23333333333333,1,True,-1,2495,./2004/main_2495.idf
29.5,24,-0.25,5.73333333333333,0,True,-1,2496,./2004/main_2496.idf
29.5,24,-0.75,5.23333333333333,0.5,True,-1,2497,./2004/main_2497.idf
-1,-1,-1,-1,-1,False,24,2498,./2004/main_2498.idf
29.5,24,0,5.98333333333333,0,True,-1,2499,./2004/main_2499.idf
29.5,24,0,5.98333333333333,0,True,-1,2500,./2004/main_2500.idf
29,23.5,-1,4.98333333333333,0.25,True,-1,2501,./2004/main_2501.idf
29.5,24,-2.5,3.48333333333333,0.5,True,-1,2502,./2004/main_2502.idf
29,24,0,5.98333333333333,2,True,-1,2503,./2004/main_2503.idf
29.5,24.5,-0.75,5.23333333333333,0.75,True,-1,2504,./2004/main_2504.idf
29.5,24,-1.25,4.73333333333333,0,True,-1,2505,./2004/main_2505.idf
29.5,24,-0.75,5.23333333333333,0.5,True,-1,2506,./2004/main_2506.idf
29,24,-2.25,3.73333333333333,2,True,-1,2507,./2004/main_2507.idf
29.5,24,-0.5,5.48333333333333,0.5,True,-1,2508,./2004/main_2508.idf
29.5,24,-0.25,5.73333333333333,0.75,True,-1,2509,./2004/main_2509.idf
29.5,23.5,0,5.98333333333333,0,True,-1,2510,./2004/main_2510.idf
29.5,23.5,0,5.98333333333333,1.5,True,-1,2511,./2004/main_2511.idf
-1,-1,-1,-1,-1,False,22,2512,./2004/main_2512.idf
29.5,23.5,0,5.98333333333333,0,True,-1,2513,./2004/main_2513.idf
-1,-1,-1,-1,-1,False,25,2514,./2004/main_2514.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2515,./2004/main_2515.idf
29.5,24,-1,4.98333333333333,0.25,True,-1,2516,./2004/main_2516.idf
29,24,-0.5,5.48333333333333,0.75,True,-1,2517,./2004/main_2517.idf
29,24,-1.5,4.48333333333333,0.25,True,-1,2518,./2004/main_2518.idf
-1,-1,-1,-1,-1,False,22.5,2519,./2004/main_2519.idf
29.5,23.5,-2.75,3.23333333333333,0,True,-1,2520,./2004/main_2520.idf
-1,-1,-1,-1,-1,False,26,2521,./2004/main_2521.idf
29,24,-1.75,4.23333333333333,0,True,-1,2522,./2004/main_2522.idf
29.5,24,-0.5,5.48333333333333,0.75,True,-1,2523,./2004/main_2523.idf
29.5,24,-1,4.98333333333333,0.5,True,-1,2524,./2004/main_2524.idf
29.5,24,0,5.98333333333333,0,True,-1,2525,./2004/main_2525.idf
29,24,-2,3.98333333333333,0,True,-1,2526,./2004/main_2526.idf
29.5,24,-2,3.98333333333333,0.5,True,-1,2527,./2004/main_2527.idf
-1,-1,-1,-1,-1,False,23.5,2528,./2004/main_2528.idf
-1,-1,-1,-1,-1,False,26,2529,./2004/main_2529.idf
29.5,24,0,5.98333333333333,0,True,-1,2530,./2004/main_2530.idf
-1,-1,-1,-1,-1,False,23,2531,./2004/main_2531.idf
-1,-1,-1,-1,-1,False,22,2532,./2004/main_2532.idf
29.5,23.5,-0.5,5.48333333333333,0,True,-1,2533,./2004/main_2533.idf
29.5,24,-1,4.98333333333333,0,True,-1,2534,./2004/main_2534.idf
29,24,-0.5,5.48333333333333,0.75,True,-1,2535,./2004/main_2535.idf
30,24,-1.25,4.73333333333333,0.25,True,-1,2536,./2004/main_2536.idf
29.5,23.5,-1,4.98333333333333,0.25,True,-1,2537,./2004/main_2537.idf
29.5,23.5,-0.5,5.48333333333333,0,True,-1,2538,./2004/main_2538.idf
29.5,23.5,-1.25,4.73333333333333,0,True,-1,2539,./2004/main_2539.idf
29.5,24,-1.75,4.23333333333333,0,True,-1,2540,./2004/main_2540.idf
-1,-1,-1,-1,-1,False,24.5,2541,./2004/main_2541.idf
29.5,23.5,-0.5,5.48333333333333,0,True,-1,2542,./2004/main_2542.idf
29.5,24,0,5.98333333333333,0.5,True,-1,2543,./2004/main_2543.idf
29.5,24,0,5.98333333333333,0.25,True,-1,2544,./2004/main_2544.idf
-1,-1,-1,-1,-1,False,22.5,2545,./2004/main_2545.idf
-1,-1,-1,-1,-1,False,24,2546,./2004/main_2546.idf
29.5,24,-3.75,2.23333333333333,0,True,-1,2547,./2004/main_2547.idf
-1,-1,-1,-1,-1,False,25,2548,./2004/main_2548.idf
-1,-1,-1,-1,-1,False,25.5,2549,./2004/main_2549.idf
29.5,24,0,5.98333333333333,0,True,-1,2550,./2004/main_2550.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,2551,./2004/main_2551.idf
29.5,24,0,5.98333333333333,0,True,-1,2552,./2004/main_2552.idf
-1,-1,-1,-1,-1,False,23.5,2553,./2004/main_2553.idf
-1,-1,-1,-1,-1,False,26.5,2554,./2004/main_2554.idf
29.5,23.5,0,5.98333333333333,0.5,True,-1,2555,./2004/main_2555.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,2556,./2004/main_2556.idf
29.5,24,0,5.98333333333333,0,True,-1,2557,./2004/main_2557.idf
29.5,23.5,-2,3.98333333333333,0,True,-1,2558,./2004/main_2558.idf
29.5,24,-0.75,5.23333333333333,0.25,True,-1,2559,./2004/main_2559.idf
-1,-1,-1,-1,-1,False,23.5,2560,./2004/main_2560.idf
-1,-1,-1,-1,-1,False,26.5,2561,./2004/main_2561.idf
29.5,23.5,-1.25,4.73333333333333,0.25,True,-1,2562,./2004/main_2562.idf
29.5,24,-1,4.98333333333333,0.5,True,-1,2563,./2004/main_2563.idf
29.5,24,-1,4.98333333333333,1.75,True,-1,2564,./2004/main_2564.idf
-1,-1,-1,-1,-1,False,22.5,2565,./2004/main_2565.idf
-1,-1,-1,-1,-1,False,22.5,2566,./2004/main_2566.idf
-1,-1,-1,-1,-1,False,23,2567,./2004/main_2567.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,2568,./2004/main_2568.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,2569,./2004/main_2569.idf
-1,-1,-1,-1,-1,False,23,2570,./2004/main_2570.idf
-1,-1,-1,-1,-1,False,25,2571,./2004/main_2571.idf
29.5,23.5,-1,4.98333333333333,0.5,True,-1,2572,./2004/main_2572.idf
-1,-1,-1,-1,-1,False,25.5,2573,./2004/main_2573.idf
29.5,24,0,5.98333333333333,0,True,-1,2574,./2004/main_2574.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2575,./2004/main_2575.idf
29.5,24,-0.5,5.48333333333333,0.75,True,-1,2576,./2004/main_2576.idf
29.5,24,-1.25,4.73333333333333,0.25,True,-1,2577,./2004/main_2577.idf
29,23.5,-0.75,5.23333333333333,0,True,-1,2578,./2004/main_2578.idf
-1,-1,-1,-1,-1,False,23,2579,./2004/main_2579.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,2580,./2004/main_2580.idf
29.5,24,-0.75,5.23333333333333,0.25,True,-1,2581,./2004/main_2581.idf
-1,-1,-1,-1,-1,False,27,2582,./2004/main_2582.idf
29.5,24,-0.25,5.73333333333333,0.75,True,-1,2583,./2004/main_2583.idf
-1,-1,-1,-1,-1,False,23.5,2584,./2004/main_2584.idf
30,24,0,5.98333333333333,0,True,-1,2585,./2004/main_2585.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,2586,./2004/main_2586.idf
29.5,24,0,5.98333333333333,0,True,-1,2587,./2004/main_2587.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2588,./2004/main_2588.idf
29.5,24,-3.5,2.48333333333333,0,True,-1,2589,./2004/main_2589.idf
29.5,24,0,5.98333333333333,0.75,True,-1,2590,./2004/main_2590.idf
29.5,24,-1,4.98333333333333,0,True,-1,2591,./2004/main_2591.idf
29.5,24,0,5.98333333333333,0.5,True,-1,2592,./2004/main_2592.idf
-1,-1,-1,-1,-1,False,23.5,2593,./2004/main_2593.idf
-1,-1,-1,-1,-1,False,24,2594,./2004/main_2594.idf
29.5,23.5,-2.25,3.73333333333333,0.25,True,-1,2595,./2004/main_2595.idf
29.5,24,-1,4.98333333333333,0.25,True,-1,2596,./2004/main_2596.idf
29.5,24,-5,0.983333333333333,0.25,True,-1,2597,./2004/main_2597.idf
-1,-1,-1,-1,-1,False,21,2598,./2004/main_2598.idf
29,24,-1.25,4.73333333333333,0.5,True,-1,2599,./2004/main_2599.idf
-1,-1,-1,-1,-1,False,22,2600,./2004/main_2600.idf
-1,-1,-1,-1,-1,False,26.5,2601,./2004/main_2601.idf
29.5,24,-0.75,5.23333333333333,0.5,True,-1,2602,./2004/main_2602.idf
29.5,24,-0.75,5.23333333333333,0,True,-1,2603,./2004/main_2603.idf
29.5,24,-2.5,3.48333333333333,0,True,-1,2604,./2004/main_2604.idf
29.5,24,-0.25,5.73333333333333,1,True,-1,2605,./2004/main_2605.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2606,./2004/main_2606.idf
-1,-1,-1,-1,-1,False,24,2607,./2004/main_2607.idf
29.5,23.5,-1.75,4.23333333333333,0,True,-1,2608,./2004/main_2608.idf
29.5,24,-0.5,5.48333333333333,0,True,-1,2609,./2004/main_2609.idf
29.5,23.5,-0.5,5.48333333333333,0.75,True,-1,2610,./2004/main_2610.idf
29.5,24,-0.25,5.73333333333333,0.75,True,-1,2611,./2004/main_2611.idf
-1,-1,-1,-1,-1,False,24.5,2612,./2004/main_2612.idf
29.5,24,-0.5,5.48333333333333,0.25,True,-1,2613,./2004/main_2613.idf
29.5,24,-0.25,5.73333333333333,0.25,True,-1,2614,./2004/main_2614.idf
29.5,24,-1.5,4.48333333333333,0,True,-1,2615,./2004/main_2615.idf
29.5,24,-1,4.98333333333333,0,True,-1,2616,./2004/main_2616.idf
29,24,0,5.98333333333333,1.25,True,-1,2617,./2004/main_2617.idf
29.5,24,-0.25,5.73333333333333,0.75,True,-1,2618,./2004/main_2618.idf
