T_max,T_min,t_p,t_start,t_ramp,setback,const_temp,sim_id,file_name
20.5,15,-1.25,4.73333333333333,0.25,True,-1,2281,./2004/electric_2281.idf
22,15,-0.25,5.73333333333333,0.25,True,-1,2282,./2004/electric_2282.idf
21.5,17,0,5.98333333333333,0,True,-1,2283,./2004/electric_2283.idf
21.5,16.5,-1.25,4.73333333333333,2.5,True,-1,2284,./2004/electric_2284.idf
20.5,16,-3.5,2.48333333333333,0.25,True,-1,2285,./2004/electric_2285.idf
21.5,15.5,-2,3.98333333333333,0,True,-1,2286,./2004/electric_2286.idf
19.5,15.5,-4.5,1.48333333333333,0.5,True,-1,2287,./2004/electric_2287.idf
21.5,16,-0.25,5.73333333333333,1.25,True,-1,2288,./2004/electric_2288.idf
21.5,16,-0.75,5.23333333333333,0,True,-1,2289,./2004/electric_2289.idf
21,16,0,5.98333333333333,0,True,-1,2290,./2004/electric_2290.idf
20.5,16,-3.75,2.23333333333333,0,True,-1,2291,./2004/electric_2291.idf
20.5,15.5,-0.25,5.73333333333333,2,True,-1,2292,./2004/electric_2292.idf
21,16,0,5.98333333333333,1,True,-1,2293,./2004/electric_2293.idf
20.5,15.5,-2.75,3.23333333333333,0,True,-1,2294,./2004/electric_2294.idf
-1,-1,-1,-1,-1,False,22,2295,./2004/electric_2295.idf
21,16,-0.5,5.48333333333333,0,True,-1,2296,./2004/electric_2296.idf
20,15.5,0,5.98333333333333,0.75,True,-1,2297,./2004/electric_2297.idf
21,16,-3.5,2.48333333333333,0,True,-1,2298,./2004/electric_2298.idf
-1,-1,-1,-1,-1,False,20,2299,./2004/electric_2299.idf
22,15.5,-0.25,5.73333333333333,0,True,-1,2300,./2004/electric_2300.idf
-1,-1,-1,-1,-1,False,21,2301,./2004/electric_2301.idf
21,16,-0.75,5.23333333333333,0,True,-1,2302,./2004/electric_2302.idf
20.5,15.5,-3.5,2.48333333333333,1.25,True,-1,2303,./2004/electric_2303.idf
21,15.5,-0.25,5.73333333333333,0.25,True,-1,2304,./2004/electric_2304.idf
21,16,-0.25,5.73333333333333,0,True,-1,2305,./2004/electric_2305.idf
20,15,0,5.98333333333333,0,True,-1,2306,./2004/electric_2306.idf
21.5,15,-1.5,4.48333333333333,0.25,True,-1,2307,./2004/electric_2307.idf
21.5,16,-0.75,5.23333333333333,0,True,-1,2308,./2004/electric_2308.idf
21,16.5,-0.5,5.48333333333333,0.25,True,-1,2309,./2004/electric_2309.idf
20,16.5,-2,3.98333333333333,0.25,True,-1,2310,./2004/electric_2310.idf
20.5,15.5,-2,3.98333333333333,0.75,True,-1,2311,./2004/electric_2311.idf
-1,-1,-1,-1,-1,False,21,2312,./2004/electric_2312.idf
20,16,-1,4.98333333333333,0.75,True,-1,2313,./2004/electric_2313.idf
21,15.5,0,5.98333333333333,0.5,True,-1,2314,./2004/electric_2314.idf
21.5,16,-0.75,5.23333333333333,0.5,True,-1,2315,./2004/electric_2315.idf
21.5,15.5,-1.5,4.48333333333333,0,True,-1,2316,./2004/electric_2316.idf
21,16.5,-0.25,5.73333333333333,0.5,True,-1,2317,./2004/electric_2317.idf
21,15.5,0,5.98333333333333,0,True,-1,2318,./2004/electric_2318.idf
-1,-1,-1,-1,-1,False,21,2319,./2004/electric_2319.idf
20.5,15.5,-1.75,4.23333333333333,0.25,True,-1,2320,./2004/electric_2320.idf
21,15.5,0,5.98333333333333,0.5,True,-1,2321,./2004/electric_2321.idf
21,16,-1,4.98333333333333,0.5,True,-1,2322,./2004/electric_2322.idf
20.5,16.5,-0.75,5.23333333333333,0.5,True,-1,2323,./2004/electric_2323.idf
20,16,-0.5,5.48333333333333,0.5,True,-1,2324,./2004/electric_2324.idf
-1,-1,-1,-1,-1,False,21.5,2325,./2004/electric_2325.idf
21.5,15,-4.5,1.48333333333333,0,True,-1,2326,./2004/electric_2326.idf
-1,-1,-1,-1,-1,False,22,2327,./2004/electric_2327.idf
20,14.5,0,5.98333333333333,0.25,True,-1,2328,./2004/electric_2328.idf
-1,-1,-1,-1,-1,False,20.5,2329,./2004/electric_2329.idf
21,15.5,-1,4.98333333333333,0.25,True,-1,2330,./2004/electric_2330.idf
20,15,-4,1.98333333333333,1.5,True,-1,2331,./2004/electric_2331.idf
21,16,-0.5,5.48333333333333,0,True,-1,2332,./2004/electric_2332.idf
-1,-1,-1,-1,-1,False,19.5,2333,./2004/electric_2333.idf
21,16.5,-0.5,5.48333333333333,0.75,True,-1,2334,./2004/electric_2334.idf
21,16.5,-1.5,4.48333333333333,0.25,True,-1,2335,./2004/electric_2335.idf
-1,-1,-1,-1,-1,False,19.5,2336,./2004/electric_2336.idf
21,14,0,5.98333333333333,0.25,True,-1,2337,./2004/electric_2337.idf
-1,-1,-1,-1,-1,False,21.5,2338,./2004/electric_2338.idf
-1,-1,-1,-1,-1,False,20,2339,./2004/electric_2339.idf
20.5,16,-1,4.98333333333333,0,True,-1,2340,./2004/electric_2340.idf
-1,-1,-1,-1,-1,False,20.5,2341,./2004/electric_2341.idf
20.5,15.5,-1.25,4.73333333333333,0.75,True,-1,2342,./2004/electric_2342.idf
20.5,15.5,-0.25,5.73333333333333,0,True,-1,2343,./2004/electric_2343.idf
22,16,-0.75,5.23333333333333,0.75,True,-1,2344,./2004/electric_2344.idf
19.5,15.5,0,5.98333333333333,0.75,True,-1,2345,./2004/electric_2345.idf
20,15,-2.5,3.48333333333333,0.25,True,-1,2346,./2004/electric_2346.idf
21,15.5,-1.75,4.23333333333333,0,True,-1,2347,./2004/electric_2347.idf
21.5,15.5,-0.75,5.23333333333333,0.25,True,-1,2348,./2004/electric_2348.idf
-1,-1,-1,-1,-1,False,19.5,2349,./2004/electric_2349.idf
21,15,-0.25,5.73333333333333,0.25,True,-1,2350,./2004/electric_2350.idf
21.5,15,0,5.98333333333333,0.25,True,-1,2351,./2004/electric_2351.idf
20.5,15.5,-2.25,3.73333333333333,0.25,True,-1,2352,./2004/electric_2352.idf
21.5,16,0,5.98333333333333,0.5,True,-1,2353,./2004/electric_2353.idf
20,15.5,-0.75,5.23333333333333,0.25,True,-1,2354,./2004/electric_2354.idf
22,15.5,-2.5,3.48333333333333,0,True,-1,2355,./2004/electric_2355.idf
21,14.5,-0.75,5.23333333333333,0.75,True,-1,2356,./2004/electric_2356.idf
20.5,15,0,5.98333333333333,0,True,-1,2357,./2004/electric_2357.idf
21.5,16,-0.25,5.73333333333333,0.75,True,-1,2358,./2004/electric_2358.idf
21.5,15.5,-2.5,3.48333333333333,0.75,True,-1,2359,./2004/electric_2359.idf
22,16,-0.5,5.48333333333333,0,True,-1,2360,./2004/electric_2360.idf
20.5,15.5,-0.25,5.73333333333333,0,True,-1,2361,./2004/electric_2361.idf
21,16.5,-0.25,5.73333333333333,0.5,True,-1,2362,./2004/electric_2362.idf
21.5,15,0,5.98333333333333,0,True,-1,2363,./2004/electric_2363.idf
20.5,16,-0.25,5.73333333333333,0.5,True,-1,2364,./2004/electric_2364.idf
-1,-1,-1,-1,-1,False,22.5,2365,./2004/electric_2365.idf
21,16,-0.75,5.23333333333333,0.25,True,-1,2366,./2004/electric_2366.idf
21.5,15.5,-2.25,3.73333333333333,0,True,-1,2367,./2004/electric_2367.idf
-1,-1,-1,-1,-1,False,23.5,2368,./2004/electric_2368.idf
21.5,15.5,-0.25,5.73333333333333,0,True,-1,2369,./2004/electric_2369.idf
21.5,15.5,-1.75,4.23333333333333,0.5,True,-1,2370,./2004/electric_2370.idf
20.5,14.5,0,5.98333333333333,0.5,True,-1,2371,./2004/electric_2371.idf
20.5,15.5,-1.5,4.48333333333333,0,True,-1,2372,./2004/electric_2372.idf
21,16.5,-0.75,5.23333333333333,0,True,-1,2373,./2004/electric_2373.idf
21,16,-2,3.98333333333333,0.75,True,-1,2374,./2004/electric_2374.idf
21,15,0,5.98333333333333,0,True,-1,2375,./2004/electric_2375.idf
21,16,-0.75,5.23333333333333,0.25,True,-1,2376,./2004/electric_2376.idf
20,16,-0.5,5.48333333333333,0,True,-1,2377,./2004/electric_2377.idf
21,15,-1.5,4.48333333333333,0,True,-1,2378,./2004/electric_2378.idf
-1,-1,-1,-1,-1,False,19.5,2379,./2004/electric_2379.idf
21,15.5,-2.75,3.23333333333333,0.25,True,-1,2380,./2004/electric_2380.idf
20.5,15,-2,3.98333333333333,1,True,-1,2381,./2004/electric_2381.idf
20,15,-0.5,5.48333333333333,0.25,True,-1,2382,./2004/electric_2382.idf
21,15.5,-1.25,4.73333333333333,0,True,-1,2383,./2004/electric_2383.idf
20,14.5,-3,2.98333333333333,0,True,-1,2384,./2004/electric_2384.idf
19.5,15,-0.75,5.23333333333333,0.75,True,-1,2385,./2004/electric_2385.idf
21,15.5,-2.25,3.73333333333333,0.5,True,-1,2386,./2004/electric_2386.idf
20.5,15,-0.5,5.48333333333333,0.25,True,-1,2387,./2004/electric_2387.idf
20.5,16,-1.5,4.48333333333333,0.25,True,-1,2388,./2004/electric_2388.idf
-1,-1,-1,-1,-1,False,20,2389,./2004/electric_2389.idf
-1,-1,-1,-1,-1,False,23,2390,./2004/electric_2390.idf
22,15.5,-0.25,5.73333333333333,0.5,True,-1,2391,./2004/electric_2391.idf
21,15.5,-1.75,4.23333333333333,0.75,True,-1,2392,./2004/electric_2392.idf
21,15.5,-1,4.98333333333333,0.75,True,-1,2393,./2004/electric_2393.idf
21,14.5,-0.5,5.48333333333333,0.25,True,-1,2394,./2004/electric_2394.idf
20.5,16,-2,3.98333333333333,0,True,-1,2395,./2004/electric_2395.idf
20,15.5,-1,4.98333333333333,0.5,True,-1,2396,./2004/electric_2396.idf
21,15.5,-1.25,4.73333333333333,0,True,-1,2397,./2004/electric_2397.idf
-1,-1,-1,-1,-1,False,20.5,2398,./2004/electric_2398.idf
21,15.5,-1.5,4.48333333333333,0.25,True,-1,2399,./2004/electric_2399.idf
22,15,-0.25,5.73333333333333,0.5,True,-1,2400,./2004/electric_2400.idf
21,16,0,5.98333333333333,0,True,-1,2401,./2004/electric_2401.idf
20,15.5,-1,4.98333333333333,0.25,True,-1,2402,./2004/electric_2402.idf
21,16,-1,4.98333333333333,0,True,-1,2403,./2004/electric_2403.idf
20.5,14.5,-0.25,5.73333333333333,0,True,-1,2404,./2004/electric_2404.idf
21,15,-0.25,5.73333333333333,0.5,True,-1,2405,./2004/electric_2405.idf
-1,-1,-1,-1,-1,False,21,2406,./2004/electric_2406.idf
21.5,15.5,-1.75,4.23333333333333,0,True,-1,2407,./2004/electric_2407.idf
20.5,15,-1.75,4.23333333333333,0,True,-1,2408,./2004/electric_2408.idf
20.5,16,-2,3.98333333333333,0.25,True,-1,2409,./2004/electric_2409.idf
21,15.5,0,5.98333333333333,1.25,True,-1,2410,./2004/electric_2410.idf
21,15,0,5.98333333333333,0.25,True,-1,2411,./2004/electric_2411.idf
21.5,15.5,-0.75,5.23333333333333,0.5,True,-1,2412,./2004/electric_2412.idf
-1,-1,-1,-1,-1,False,19.5,2413,./2004/electric_2413.idf
21,16,-3,2.98333333333333,0,True,-1,2414,./2004/electric_2414.idf
21,15.5,-0.25,5.73333333333333,0.25,True,-1,2415,./2004/electric_2415.idf
20.5,14.5,-0.5,5.48333333333333,0.25,True,-1,2416,./2004/electric_2416.idf
21,15.5,-1.25,4.73333333333333,0.25,True,-1,2417,./2004/electric_2417.idf
22,15.5,-1.25,4.73333333333333,0,True,-1,2418,./2004/electric_2418.idf
20.5,17,-0.5,5.48333333333333,0.25,True,-1,2419,./2004/electric_2419.idf
21,15,-2.75,3.23333333333333,0.25,True,-1,2420,./2004/electric_2420.idf
20.5,15.5,0,5.98333333333333,0,True,-1,2421,./2004/electric_2421.idf
20.5,14.5,0,5.98333333333333,0.25,True,-1,2422,./2004/electric_2422.idf
21.5,14.5,-0.25,5.73333333333333,0.5,True,-1,2423,./2004/electric_2423.idf
20.5,14.5,-0.25,5.73333333333333,0.25,True,-1,2424,./2004/electric_2424.idf
21.5,15.5,-0.25,5.73333333333333,0,True,-1,2425,./2004/electric_2425.idf
-1,-1,-1,-1,-1,False,20,2426,./2004/electric_2426.idf
20,15.5,-0.75,5.23333333333333,0,True,-1,2427,./2004/electric_2427.idf
21.5,16,0,5.98333333333333,0,True,-1,2428,./2004/electric_2428.idf
21,15.5,0,5.98333333333333,0,True,-1,2429,./2004/electric_2429.idf
19.5,15,-0.5,5.48333333333333,0.75,True,-1,2430,./2004/electric_2430.idf
20.5,15.5,-0.75,5.23333333333333,1,True,-1,2431,./2004/electric_2431.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,2432,./2004/electric_2432.idf
20.5,15.5,-3.25,2.73333333333333,0,True,-1,2433,./2004/electric_2433.idf
21.5,16.5,-2.75,3.23333333333333,0.25,True,-1,2434,./2004/electric_2434.idf
21.5,14.5,-1.25,4.73333333333333,0,True,-1,2435,./2004/electric_2435.idf
21,15.5,-1.25,4.73333333333333,0.5,True,-1,2436,./2004/electric_2436.idf
-1,-1,-1,-1,-1,False,22,2437,./2004/electric_2437.idf
-1,-1,-1,-1,-1,False,21,2438,./2004/electric_2438.idf
20.5,16,0,5.98333333333333,0.5,True,-1,2439,./2004/electric_2439.idf
-1,-1,-1,-1,-1,False,20,2440,./2004/electric_2440.idf
20.5,16.5,-1.25,4.73333333333333,1,True,-1,2441,./2004/electric_2441.idf
20.5,15.5,-2.5,3.48333333333333,0,True,-1,2442,./2004/electric_2442.idf
22,15,-0.75,5.23333333333333,0.25,True,-1,2443,./2004/electric_2443.idf
21,15.5,-5,0.983333333333333,0,True,-1,2444,./2004/electric_2444.idf
21,15.5,-2.5,3.48333333333333,0,True,-1,2445,./2004/electric_2445.idf
-1,-1,-1,-1,-1,False,23,2446,./2004/electric_2446.idf
22,17,0,5.98333333333333,0,True,-1,2447,./2004/electric_2447.idf
-1,-1,-1,-1,-1,False,21.5,2448,./2004/electric_2448.idf
20.5,15,0,5.98333333333333,0,True,-1,2449,./2004/electric_2449.idf
20.5,16.5,-1.75,4.23333333333333,0.5,True,-1,2450,./2004/electric_2450.idf
19.5,15.5,-0.75,5.23333333333333,0.25,True,-1,2451,./2004/electric_2451.idf
21.5,15,0,5.98333333333333,0.5,True,-1,2452,./2004/electric_2452.idf
21,15,-0.5,5.48333333333333,0.25,True,-1,2453,./2004/electric_2453.idf
-1,-1,-1,-1,-1,False,23.5,2454,./2004/electric_2454.idf
-1,-1,-1,-1,-1,False,22.5,2455,./2004/electric_2455.idf
20,15,0,5.98333333333333,0,True,-1,2456,./2004/electric_2456.idf
-1,-1,-1,-1,-1,False,22.5,2457,./2004/electric_2457.idf
21.5,16.5,-0.75,5.23333333333333,0,True,-1,2458,./2004/electric_2458.idf
20.5,16,-1,4.98333333333333,0.25,True,-1,2459,./2004/electric_2459.idf
21,15,0,5.98333333333333,0,True,-1,2460,./2004/electric_2460.idf
-1,-1,-1,-1,-1,False,20.5,2461,./2004/electric_2461.idf
-1,-1,-1,-1,-1,False,20,2462,./2004/electric_2462.idf
21,15.5,-2.75,3.23333333333333,2,True,-1,2463,./2004/electric_2463.idf
21.5,15,-2.25,3.73333333333333,0.25,True,-1,2464,./2004/electric_2464.idf
-1,-1,-1,-1,-1,False,22,2465,./2004/electric_2465.idf
-1,-1,-1,-1,-1,False,22.5,2466,./2004/electric_2466.idf
21,15.5,-1.75,4.23333333333333,1,True,-1,2467,./2004/electric_2467.idf
22,15.5,0,5.98333333333333,0,True,-1,2468,./2004/electric_2468.idf
21.5,17,-0.25,5.73333333333333,0.25,True,-1,2469,./2004/electric_2469.idf
22,16,-0.75,5.23333333333333,0.75,True,-1,2470,./2004/electric_2470.idf
21.5,15.5,-1.5,4.48333333333333,0,True,-1,2471,./2004/electric_2471.idf
20.5,15.5,-0.75,5.23333333333333,1,True,-1,2472,./2004/electric_2472.idf
21,15,-1.25,4.73333333333333,1.5,True,-1,2473,./2004/electric_2473.idf
21.5,15.5,-0.25,5.73333333333333,1,True,-1,2474,./2004/electric_2474.idf
21.5,16.5,-2.25,3.73333333333333,0.5,True,-1,2475,./2004/electric_2475.idf
20,16.5,-0.5,5.48333333333333,0,True,-1,2476,./2004/electric_2476.idf
20.5,16.5,-0.75,5.23333333333333,0.5,True,-1,2477,./2004/electric_2477.idf
-1,-1,-1,-1,-1,False,20,2478,./2004/electric_2478.idf
21.5,15.5,-1,4.98333333333333,0,True,-1,2479,./2004/electric_2479.idf
20.5,15.5,-1.5,4.48333333333333,1.25,True,-1,2480,./2004/electric_2480.idf
-1,-1,-1,-1,-1,False,20,2481,./2004/electric_2481.idf
-1,-1,-1,-1,-1,False,22,2482,./2004/electric_2482.idf
20.5,15,-1,4.98333333333333,0.25,True,-1,2483,./2004/electric_2483.idf
21.5,16.5,-2.5,3.48333333333333,0,True,-1,2484,./2004/electric_2484.idf
21,16,-0.25,5.73333333333333,1.5,True,-1,2485,./2004/electric_2485.idf
-1,-1,-1,-1,-1,False,20.5,2486,./2004/electric_2486.idf
21.5,14.5,-0.25,5.73333333333333,0,True,-1,2487,./2004/electric_2487.idf
21,15.5,-3.5,2.48333333333333,1,True,-1,2488,./2004/electric_2488.idf
22,15.5,-0.5,5.48333333333333,0,True,-1,2489,./2004/electric_2489.idf
20.5,16.5,-0.25,5.73333333333333,0,True,-1,2490,./2004/electric_2490.idf
21,15,-0.75,5.23333333333333,2.25,True,-1,2491,./2004/electric_2491.idf
22,16,0,5.98333333333333,0,True,-1,2492,./2004/electric_2492.idf
21.5,15.5,-1,4.98333333333333,0.25,True,-1,2493,./2004/electric_2493.idf
21,16,-0.25,5.73333333333333,0,True,-1,2494,./2004/electric_2494.idf
22,16,-0.75,5.23333333333333,0.75,True,-1,2495,./2004/electric_2495.idf
20.5,16,-0.25,5.73333333333333,0.25,True,-1,2496,./2004/electric_2496.idf
21,15.5,-0.75,5.23333333333333,0.5,True,-1,2497,./2004/electric_2497.idf
-1,-1,-1,-1,-1,False,21,2498,./2004/electric_2498.idf
21,15.5,0,5.98333333333333,0,True,-1,2499,./2004/electric_2499.idf
21,15.5,0,5.98333333333333,0,True,-1,2500,./2004/electric_2500.idf
20,14,-1,4.98333333333333,0,True,-1,2501,./2004/electric_2501.idf
21,16,-2.5,3.48333333333333,0.5,True,-1,2502,./2004/electric_2502.idf
20,15.5,0,5.98333333333333,2.25,True,-1,2503,./2004/electric_2503.idf
21.5,16.5,-0.75,5.23333333333333,0.75,True,-1,2504,./2004/electric_2504.idf
21,16.5,-1.25,4.73333333333333,0,True,-1,2505,./2004/electric_2505.idf
21,16,-0.75,5.23333333333333,0.5,True,-1,2506,./2004/electric_2506.idf
20,15.5,-2.25,3.73333333333333,2.5,True,-1,2507,./2004/electric_2507.idf
21,16,-0.5,5.48333333333333,0.5,True,-1,2508,./2004/electric_2508.idf
21,16,-0.25,5.73333333333333,0.75,True,-1,2509,./2004/electric_2509.idf
20.5,14.5,0,5.98333333333333,0,True,-1,2510,./2004/electric_2510.idf
21.5,15,0,5.98333333333333,1.25,True,-1,2511,./2004/electric_2511.idf
-1,-1,-1,-1,-1,False,19,2512,./2004/electric_2512.idf
21,15,0,5.98333333333333,0,True,-1,2513,./2004/electric_2513.idf
-1,-1,-1,-1,-1,False,22,2514,./2004/electric_2514.idf
20.5,16,-0.5,5.48333333333333,0,True,-1,2515,./2004/electric_2515.idf
20.5,15.5,-1,4.98333333333333,0.5,True,-1,2516,./2004/electric_2516.idf
20,15.5,-0.5,5.48333333333333,1,True,-1,2517,./2004/electric_2517.idf
20.5,16,-1.5,4.48333333333333,0.25,True,-1,2518,./2004/electric_2518.idf
-1,-1,-1,-1,-1,False,19.5,2519,./2004/electric_2519.idf
21,15,-2.75,3.23333333333333,0,True,-1,2520,./2004/electric_2520.idf
-1,-1,-1,-1,-1,False,23,2521,./2004/electric_2521.idf
19.5,15.5,-1.75,4.23333333333333,0,True,-1,2522,./2004/electric_2522.idf
21,16,-0.5,5.48333333333333,1,True,-1,2523,./2004/electric_2523.idf
21.5,15,-1,4.98333333333333,0.5,True,-1,2524,./2004/electric_2524.idf
21,15.5,0,5.98333333333333,0,True,-1,2525,./2004/electric_2525.idf
19.5,15.5,-2,3.98333333333333,0,True,-1,2526,./2004/electric_2526.idf
21.5,16.5,-2,3.98333333333333,0.5,True,-1,2527,./2004/electric_2527.idf
-1,-1,-1,-1,-1,False,20.5,2528,./2004/electric_2528.idf
-1,-1,-1,-1,-1,False,23,2529,./2004/electric_2529.idf
21.5,15,0,5.98333333333333,0,True,-1,2530,./2004/electric_2530.idf
-1,-1,-1,-1,-1,False,20,2531,./2004/electric_2531.idf
-1,-1,-1,-1,-1,False,19,2532,./2004/electric_2532.idf
21,14,-0.5,5.48333333333333,0,True,-1,2533,./2004/electric_2533.idf
21.5,16,-1,4.98333333333333,0,True,-1,2534,./2004/electric_2534.idf
20,15.5,-0.5,5.48333333333333,0.75,True,-1,2535,./2004/electric_2535.idf
22,15.5,-1.25,4.73333333333333,0,True,-1,2536,./2004/electric_2536.idf
20.5,14.5,-1,4.98333333333333,0.25,True,-1,2537,./2004/electric_2537.idf
21.5,15,-0.5,5.48333333333333,0,True,-1,2538,./2004/electric_2538.idf
21,15,-1.25,4.73333333333333,0,True,-1,2539,./2004/electric_2539.idf
21,15,-1.75,4.23333333333333,0,True,-1,2540,./2004/electric_2540.idf
-1,-1,-1,-1,-1,False,21.5,2541,./2004/electric_2541.idf
21,15,-0.5,5.48333333333333,0,True,-1,2542,./2004/electric_2542.idf
21,15.5,0,5.98333333333333,0.5,True,-1,2543,./2004/electric_2543.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,2544,./2004/electric_2544.idf
-1,-1,-1,-1,-1,False,19.5,2545,./2004/electric_2545.idf
-1,-1,-1,-1,-1,False,21,2546,./2004/electric_2546.idf
20.5,16.5,-3.75,2.23333333333333,0.25,True,-1,2547,./2004/electric_2547.idf
-1,-1,-1,-1,-1,False,22,2548,./2004/electric_2548.idf
-1,-1,-1,-1,-1,False,22.5,2549,./2004/electric_2549.idf
21,16,0,5.98333333333333,0,True,-1,2550,./2004/electric_2550.idf
21.5,16,-0.25,5.73333333333333,0.25,True,-1,2551,./2004/electric_2551.idf
21,15.5,0,5.98333333333333,0,True,-1,2552,./2004/electric_2552.idf
-1,-1,-1,-1,-1,False,20.5,2553,./2004/electric_2553.idf
-1,-1,-1,-1,-1,False,23.5,2554,./2004/electric_2554.idf
21.5,15,0,5.98333333333333,0.25,True,-1,2555,./2004/electric_2555.idf
21.5,15.5,-0.25,5.73333333333333,0.25,True,-1,2556,./2004/electric_2556.idf
21,15.5,0,5.98333333333333,0,True,-1,2557,./2004/electric_2557.idf
21.5,15,-2,3.98333333333333,0,True,-1,2558,./2004/electric_2558.idf
21,15.5,-0.75,5.23333333333333,0,True,-1,2559,./2004/electric_2559.idf
-1,-1,-1,-1,-1,False,20.5,2560,./2004/electric_2560.idf
-1,-1,-1,-1,-1,False,23.5,2561,./2004/electric_2561.idf
21.5,15,-1.25,4.73333333333333,0.25,True,-1,2562,./2004/electric_2562.idf
21,15.5,-1,4.98333333333333,0.5,True,-1,2563,./2004/electric_2563.idf
20.5,15.5,-1,4.98333333333333,1.75,True,-1,2564,./2004/electric_2564.idf
-1,-1,-1,-1,-1,False,19.5,2565,./2004/electric_2565.idf
-1,-1,-1,-1,-1,False,19.5,2566,./2004/electric_2566.idf
-1,-1,-1,-1,-1,False,20,2567,./2004/electric_2567.idf
21,15.5,-0.5,5.48333333333333,0.25,True,-1,2568,./2004/electric_2568.idf
20.5,16,-1.25,4.73333333333333,0.5,True,-1,2569,./2004/electric_2569.idf
-1,-1,-1,-1,-1,False,20,2570,./2004/electric_2570.idf
-1,-1,-1,-1,-1,False,22,2571,./2004/electric_2571.idf
21,14.5,-1,4.98333333333333,0.25,True,-1,2572,./2004/electric_2572.idf
-1,-1,-1,-1,-1,False,22.5,2573,./2004/electric_2573.idf
21,15.5,0,5.98333333333333,0,True,-1,2574,./2004/electric_2574.idf
20.5,16,-0.5,5.48333333333333,0,True,-1,2575,./2004/electric_2575.idf
21,15.5,-0.5,5.48333333333333,0.75,True,-1,2576,./2004/electric_2576.idf
21,15.5,-1.25,4.73333333333333,0.25,True,-1,2577,./2004/electric_2577.idf
20.5,14,-0.75,5.23333333333333,0,True,-1,2578,./2004/electric_2578.idf
-1,-1,-1,-1,-1,False,20,2579,./2004/electric_2579.idf
21.5,15.5,-0.75,5.23333333333333,0,True,-1,2580,./2004/electric_2580.idf
20.5,16,-0.75,5.23333333333333,0.25,True,-1,2581,./2004/electric_2581.idf
-1,-1,-1,-1,-1,False,24,2582,./2004/electric_2582.idf
20.5,16,-0.25,5.73333333333333,1,True,-1,2583,./2004/electric_2583.idf
-1,-1,-1,-1,-1,False,20.5,2584,./2004/electric_2584.idf
22,16,0,5.98333333333333,0,True,-1,2585,./2004/electric_2585.idf
20.5,16.5,-0.5,5.48333333333333,0.25,True,-1,2586,./2004/electric_2586.idf
21,16,0,5.98333333333333,0,True,-1,2587,./2004/electric_2587.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,2588,./2004/electric_2588.idf
21.5,15.5,-3.5,2.48333333333333,0,True,-1,2589,./2004/electric_2589.idf
21,15.5,0,5.98333333333333,0.75,True,-1,2590,./2004/electric_2590.idf
20.5,16,-1,4.98333333333333,0,True,-1,2591,./2004/electric_2591.idf
21,16,0,5.98333333333333,0.5,True,-1,2592,./2004/electric_2592.idf
-1,-1,-1,-1,-1,False,20.5,2593,./2004/electric_2593.idf
-1,-1,-1,-1,-1,False,21,2594,./2004/electric_2594.idf
20.5,14.5,-2.25,3.73333333333333,0.25,True,-1,2595,./2004/electric_2595.idf
21,16.5,-1,4.98333333333333,0.5,True,-1,2596,./2004/electric_2596.idf
21,16.5,-5,0.983333333333333,0.25,True,-1,2597,./2004/electric_2597.idf
-1,-1,-1,-1,-1,False,18,2598,./2004/electric_2598.idf
20.5,15.5,-1.25,4.73333333333333,0.75,True,-1,2599,./2004/electric_2599.idf
-1,-1,-1,-1,-1,False,19,2600,./2004/electric_2600.idf
-1,-1,-1,-1,-1,False,23.5,2601,./2004/electric_2601.idf
21.5,15.5,-0.75,5.23333333333333,0.5,True,-1,2602,./2004/electric_2602.idf
21.5,15.5,-0.75,5.23333333333333,0,True,-1,2603,./2004/electric_2603.idf
21,16,-2.5,3.48333333333333,0,True,-1,2604,./2004/electric_2604.idf
20.5,15.5,-0.25,5.73333333333333,1,True,-1,2605,./2004/electric_2605.idf
21,16,-0.5,5.48333333333333,0,True,-1,2606,./2004/electric_2606.idf
-1,-1,-1,-1,-1,False,21,2607,./2004/electric_2607.idf
21.5,15,-1.75,4.23333333333333,0,True,-1,2608,./2004/electric_2608.idf
21,16,-0.5,5.48333333333333,0,True,-1,2609,./2004/electric_2609.idf
21,15,-0.5,5.48333333333333,0.75,True,-1,2610,./2004/electric_2610.idf
21,15.5,-0.25,5.73333333333333,0.75,True,-1,2611,./2004/electric_2611.idf
-1,-1,-1,-1,-1,False,21.5,2612,./2004/electric_2612.idf
21.5,16,-0.5,5.48333333333333,0.25,True,-1,2613,./2004/electric_2613.idf
21.5,15.5,-0.25,5.73333333333333,0.25,True,-1,2614,./2004/electric_2614.idf
20.5,16.5,-1.5,4.48333333333333,0,True,-1,2615,./2004/electric_2615.idf
21,15.5,-1,4.98333333333333,0,True,-1,2616,./2004/electric_2616.idf
20,16,0,5.98333333333333,1.5,True,-1,2617,./2004/electric_2617.idf
21,16,-0.25,5.73333333333333,0.75,True,-1,2618,./2004/electric_2618.idf
21,15,-0.5,5.48333333333333,0,True,-1,2619,./2004/electric_2619.idf
21,15,-0.5,5.48333333333333,0.75,True,-1,2620,./2004/electric_2620.idf
22,16,-0.75,5.23333333333333,0,True,-1,2621,./2004/electric_2621.idf
